Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-09-07 00:00:00+07:00,31.206913287823017,32.388993336604194,30.024833239041843,30.734081268310547,18647600,0.0,0.0
2021-09-08 00:00:00+07:00,30.734082702407264,32.625410868709245,30.497666681619513,31.443330764770508,10407800,0.0,0.0
2021-09-09 00:00:00+07:00,31.679743645896373,34.04390361947073,31.679743645896373,33.57107162475586,7297900,0.0,0.0
2021-09-10 00:00:00+07:00,33.57107217761053,33.80748817886131,32.15257617010587,32.62540817260742,4600400,0.0,0.0
2021-09-13 00:00:00+07:00,32.6254080353881,33.57107203641384,32.38899203513166,32.86182403564453,1712200,0.0,0.0
2021-09-14 00:00:00+07:00,33.098239630040986,33.57107162475586,33.098239630040986,33.57107162475586,2264900,0.0,0.0
2021-09-15 00:00:00+07:00,33.8074836730957,34.51673158232149,33.571067703353776,33.8074836730957,4969100,0.0,0.0
2021-09-16 00:00:00+07:00,34.04390361947073,34.280319616828166,33.098239630040986,33.57107162475586,3088300,0.0,0.0
2021-09-17 00:00:00+07:00,33.57107379389744,36.17164993286133,33.57107379389744,36.17164993286133,8981700,0.0,0.0
2021-09-20 00:00:00+07:00,36.8808949210427,43.02771074121648,36.8808949210427,41.609214782714844,20194700,0.0,0.0
2021-09-21 00:00:00+07:00,41.13638193099225,43.97337378830206,40.4271339666648,43.26412582397461,9215500,0.0,0.0
2021-09-22 00:00:00+07:00,43.73696150987045,44.20979352619337,42.55488146906314,43.500545501708984,4949800,0.0,0.0
2021-09-23 00:00:00+07:00,43.50054703635731,43.50054703635731,40.66355483833401,41.13638687133789,5936700,0.0,0.0
2021-09-27 00:00:00+07:00,40.66355274341724,40.899968747739436,37.59014468722873,38.29939270019531,6597400,0.0,0.0
2021-09-28 00:00:00+07:00,37.826560974121094,39.00864100456238,37.353728961944576,37.826560974121094,3576700,0.0,0.0
2021-09-29 00:00:00+07:00,37.82656292582667,40.66355514526367,37.59014690754026,40.66355514526367,6446300,0.0,0.0
2021-09-30 00:00:00+07:00,40.42713560216567,40.899967597512635,39.71788760914522,40.19071960449219,2496600,0.0,0.0
2021-10-01 00:00:00+07:00,39.71788760914522,40.42713560216567,39.71788760914522,40.19071960449219,769800,0.0,0.0
2021-10-04 00:00:00+07:00,40.19071987697057,40.427135876246865,39.245055879865376,39.71788787841797,894400,0.0,0.0
2021-10-05 00:00:00+07:00,39.71788774298493,40.19071973992523,39.48147174451478,39.95430374145508,1142300,0.0,0.0
2021-10-06 00:00:00+07:00,39.954303877694265,39.954303877694265,39.245055879865376,39.71788787841797,682300,0.0,0.0
2021-10-07 00:00:00+07:00,39.71789107211801,40.89997116355009,39.245059035545175,40.66355514526367,2748300,0.0,0.0
2021-10-08 00:00:00+07:00,40.42713456743219,42.791294483656294,40.19071857580978,42.08204650878906,8255100,0.0,0.0
2021-10-11 00:00:00+07:00,42.31845899309431,42.791290937151224,40.42713121686663,41.37279510498047,4811500,0.0,0.0
2021-10-12 00:00:00+07:00,41.609214782714844,41.84563077579845,41.13638279654763,41.609214782714844,620200,0.0,0.0
2021-10-14 00:00:00+07:00,41.37279878963123,42.55487875504927,41.13638279654763,41.609214782714844,1886300,0.0,0.0
2021-10-15 00:00:00+07:00,41.60921107700893,41.84562704903739,41.13637913295201,41.37279510498047,523600,0.0,0.0
2021-10-18 00:00:00+07:00,41.372799732275965,41.609215730746115,37.59014375675359,39.95430374145508,7154400,0.0,0.0
2021-10-19 00:00:00+07:00,39.95430374145508,40.19071973992523,39.71788774298493,39.95430374145508,686600,0.0,0.0
2021-10-20 00:00:00+07:00,39.9543001551828,39.9543001551828,39.245052223433994,39.481468200683594,724300,0.0,0.0
2021-10-21 00:00:00+07:00,39.48147187914167,39.954303877694265,39.48147187914167,39.71788787841797,554000,0.0,0.0
2021-10-25 00:00:00+07:00,39.7178841779332,39.9543001551828,39.481468200683594,39.481468200683594,467600,0.0,0.0
2021-10-26 00:00:00+07:00,39.481475990938854,39.71789201483669,39.00864394314318,39.245059967041016,516600,0.0,0.0
2021-10-27 00:00:00+07:00,39.245059967041016,39.95430803873453,39.245059967041016,39.245059967041016,504100,0.0,0.0
2021-10-28 00:00:00+07:00,39.71789217862216,39.71789217862216,38.53581205425841,39.008644104003906,844300,0.0,0.0
2021-10-29 00:00:00+07:00,38.77222807913116,39.008644104003906,38.77222807913116,39.008644104003906,215000,0.0,0.0
2021-11-01 00:00:00+07:00,39.008644104003906,39.008644104003906,38.53581205425841,39.008644104003906,218700,0.0,0.0
2021-11-02 00:00:00+07:00,38.53581221510724,39.00864426682635,38.53581221510724,38.7722282409668,283800,0.0,0.0
2021-11-03 00:00:00+07:00,38.7722282409668,39.00864426682635,38.53581221510724,38.7722282409668,308700,0.0,0.0
2021-11-04 00:00:00+07:00,38.77222456668784,39.00864057014325,38.53580856323242,38.53580856323242,315300,0.0,0.0
2021-11-05 00:00:00+07:00,38.53580856323242,38.77222456668784,38.29939255977701,38.53580856323242,372100,0.0,0.0
2021-11-08 00:00:00+07:00,38.299392842357946,38.772224852757425,37.590144826758724,38.0629768371582,1561300,0.0,0.0
2021-11-09 00:00:00+07:00,38.06298016338814,38.7722282409668,37.826564137528585,38.7722282409668,454800,0.0,0.0
2021-11-10 00:00:00+07:00,38.7722247088397,39.008640713161896,38.06297669587312,38.29939270019531,522900,0.0,0.0
2021-11-11 00:00:00+07:00,38.06297984755183,39.481475990938854,38.06297984755183,39.245059967041016,937000,0.0,0.0
2021-11-12 00:00:00+07:00,39.717887476870885,40.89996746130157,39.00863948621248,40.4271354675293,4201100,0.0,0.0
2021-11-15 00:00:00+07:00,40.19071947064316,40.89996746130157,39.95430347375702,40.4271354675293,2184700,0.0,0.0
2021-11-16 00:00:00+07:00,40.42713560216567,40.899967597512635,39.954303606818705,40.19071960449219,3234500,0.0,0.0
2021-11-17 00:00:00+07:00,40.19071960449219,40.42713560216567,39.71788760914522,40.19071960449219,1590900,0.0,0.0
2021-11-18 00:00:00+07:00,40.19072522173871,43.73696568248036,40.19072522173871,43.02771759033203,8511300,0.0,0.0
2021-11-19 00:00:00+07:00,43.027715410505024,46.33753967285156,42.79129939176598,46.33753967285156,10390200,0.0,0.0
2021-11-22 00:00:00+07:00,45.62828707931065,47.75603103637695,44.6826230983923,47.75603103637695,7944400,0.0,0.0
2021-11-23 00:00:00+07:00,47.75603116922711,48.22886316100163,46.33753519390353,47.519615173339844,5258300,0.0,0.0
2021-11-24 00:00:00+07:00,47.51961983767423,53.430020314996895,47.51961983767423,52.01152420043945,14065600,0.0,0.0
2021-11-25 00:00:00+07:00,52.72077210025011,53.666436173797194,51.53869200831625,52.24794006347656,6443100,0.0,0.0
2021-11-26 00:00:00+07:00,52.247939009415475,54.37568313197086,52.247939009415475,53.90285110473633,6966800,0.0,0.0
2021-11-29 00:00:00+07:00,53.19360321313799,54.375683284541054,53.19360321313799,53.66643524169922,4562000,0.0,0.0
2021-11-30 00:00:00+07:00,53.902852192183964,54.37568422895751,50.12019589799562,52.24794006347656,15824300,0.0,0.0
2021-12-01 00:00:00+07:00,52.48435623862527,52.48435623862527,50.82944410497492,52.01152420043945,5311100,0.0,0.0
2021-12-02 00:00:00+07:00,51.53869170458327,52.95718780654428,51.30227568758978,52.72077178955078,4193800,0.0,0.0
2021-12-03 00:00:00+07:00,52.95718675696331,54.37568283081055,52.95718675696331,54.37568283081055,6238500,0.0,0.0
2021-12-07 00:00:00+07:00,54.139267118353594,54.139267118353594,53.430019077501804,53.90285110473633,3086400,0.0,0.0
2021-12-08 00:00:00+07:00,54.13926322729207,61.46815912268969,54.13926322729207,60.7589111328125,13849900,0.0,0.0
2021-12-09 00:00:00+07:00,61.46816464807714,65.01440491623543,61.46816464807714,64.06874084472656,11811400,0.0,0.0
2021-12-13 00:00:00+07:00,63.595904883216406,65.0144009029164,63.12307287664974,64.3051528930664,5137000,0.0,0.0
2021-12-14 00:00:00+07:00,64.06873661236172,65.96006463043881,64.06873661236172,64.77798461914062,5042000,0.0,0.0
2021-12-15 00:00:00+07:00,65.48722814744518,66.19647610572076,65.01439617526147,65.9600601196289,3607800,0.0,0.0
2021-12-16 00:00:00+07:00,66.19648495235958,70.68838928841255,65.72365291698559,69.97914123535156,10183000,0.0,0.0
2021-12-17 00:00:00+07:00,70.68838928841255,72.10688539453454,69.50630919997757,69.97914123535156,7241000,0.0,0.0
2021-12-20 00:00:00+07:00,70.45196638436153,70.92479837351833,67.8513904439992,68.56063842773438,3910300,0.0,0.0
2021-12-21 00:00:00+07:00,68.79706829506279,71.39764475982462,67.37857204155634,70.45198059082031,5497800,0.0,0.0
2021-12-22 00:00:00+07:00,70.45197045349333,70.68838646172652,67.61497835469494,68.32422637939453,4326200,0.0,0.0
2021-12-23 00:00:00+07:00,68.79705911451771,73.76179533927672,68.5606431038149,73.2889633178711,5756900,0.0,0.0
